공항코드1(IATA),영문도시명
SJL,Sao Gabriel da Cachoeira
SJM,San Juan de la Maguana
SJO,San Jose
SJP,Sao Jose do Rio Preto
SJS,San Jose de Chiquitos
SJT,San Angelo
SJU,San Juan
SJW,Shijiazhuang
SJY,SeinAjoki
SJZ,Sao Jorge Island
SKA,Spokane
SKB,Saint Kitts
SKC,Suki
SKD,Samarkand
SKE,Skien
SKG,Thessaloniki
SKH,Surkhet
SKK,Shaktoolik
SKL,Isle of Skye
SKN,Stokmarknes
SKO,Sokoto
SKP,Skopje
SKT,Sialkot
SKU,Skyros
SKV,Saint Catherine
SKX,Saransk
SKZ,Sukkur
SLA,Salta
SLC,SaltLake
SLD,Sliac
SLE,Salem
SLH,Sola
SLI,Solwezi
SLJ,Solomon
SLK,Saranac Lake
SLL,Salalah
SLM,Salamanca
SLN,Salina
SLP,San Luis Potosi
SLQ,Sleetmute
SLR,Sulphur Springs
SLU,StLucia
SLV,Simla
SLW,Saltillo
SLX,Salt Cay
SLY,Salekhard
SLZ,Sao LuIs
SMA,Santa Maria
SMD,Fort Wayne
SMF,Sacramento
SMG,Santa MarIa del Mar
SMI,Samos
SMK,St. Michael
SML,Stella Maris
SMN,Salmon
SMQ,Sampit
SMR,Santa Marta
SMS,Sainte-Marie
SMV,St. Moritz
SMW,Smara
SMX,Santa Maria
SNA,Santa Ana
SNB,Milikapiti
SNC,Salinas
SNE,Sao Nicolau
SNG,SanIgnacio
SNN,Shannon
SNO,Sakon Nakhon
SNP,St. Paul Island
SNR,Saint-Nazaire
SNU,Santa Clara
SNV,Santa Elena de Uairen
SNW,Thandwe
SNX,Semnan
SNY,Sidney
SOB,HevIz
SOC,Surakarta
SOD,Sorocaba
SOF,Sofia
SOG,Sogndal
SOJ,Sorkjosen
SOM,San Tome
SON,Luganville
SOP,Southern Pines
SOQ,Sorong
SOU,Southampton
SOV,Seldovia
SOW,Show Low
SOY,Stronsay
SPC,La Palma
SPD,Saidpur
SPI,Springfield
SPN,Saipan
SPP,Menongue
SPR,SanPedro
SPS,Wichita Falls
SPU,Split
SPX,Giza
SPY,San-Pedro
SQD,Shangrao
SQG,Sintang
SQH,SonLa
SQJ,Sanming
SQN,Sanana Island
SQO,Storuman
SQQ,siauliai
SQR,Soroako
SQS,Belize City
SRA,Santa Rosa
SRE,Sucre
SRG,Semarang
SRH,Sarh
SRJ,San Borja
SRN,Strahan
SRP,Stord
SRQ,Sarasota
SRV,Stony River
SRX,Sirte
SRY,Sari
SRZ,Santa Cruz
SSA,Salvador
SSE,Solapur
SSF,San Antonio
SSG,Malabo
SSH,Sharm elSheikh
SSJ,Sandnessjoen
SSR,Sara
SSY,Mbanza-Congo
STC,St. Cloud
STD,Santo Domingo
STG,St. George
STI,Santiago
STL,St. Louis
STM,Santarem
STN,London
STR,Stuttgart
STS,Santa Rosa
STT,St. Thomas Island
STV,Surat
STW,Stavropol
STX,Saint Croix
STY,Salto
SUB,Surabaya
SUF,Lamezia Terme
SUG,Surigao
SUJ,Satu Mare
SUK,Sakkyryr
SUL,Sui
SUN,Hailey-Sun Valley
SUP,Trunojoyo
SUR,Summer Beaver
SUS,St. Louis
SUT,Sumbawanga
SUV,Suva
SUX,Sioux City
SUY,Suntar
SVA,Savoonga
SVB,Sambava
SVC,Silver City
SVD,Saint Vincent
SVG,Stavanger
SVI,San Vicente 
SVJ,Svolvaer
SVK,Belize City
SVL,Savonlinna
SVN,Savannah
SVO,Moscow
SVP,Kuito
SVQ,Sevilla
SVS,Stevens Village
SVU,Savusavu
SVX,Yekaterinburg
SVZ,San Antonio del Tachira
SWA,Shantou
SWF,New York
SWJ,South West Bay
SWL,San Vicente
SWO,Stillwater
SWQ,Sumbawa 
SWS,Swansea
SWT,Strezhevoy
SWV,Evensk
SXB,Strasbourg
SXI,Sirri Island
SXK,Saumlaki
SXL,Sligo
SXM,Sint Maarten
SXO,Sao Felix do Araguaia
SXP,Nunam Iqua
SXR,Srinagar
SXV,Salem
SXZ,Siirt
SYB,Seal Bay
SYD,Sydney
SYJ,Sirjan
SYM,Simao
SYO,Shonai
SYQ,San Jose
SYR,Syracuse
SYS,Saskylakh
SYU,WarraberIs
SYX,Sanya
SYY,Stornoway
SYZ,Shiraz
SZA,Soyo
SZB,Kuala Lumpur
SZE,Semera
SZF,Samsun
SZG,Salzburg
SZI,Zaysan
SZK,Skukuza
SZW,Schwerin
SZX,Shenzhen
SZY,Szczytno
SZZ,Szczecin
TAB,Tobago
TAC,Tacloban
TAE,Daegu
TAG,Panglao
TAH,Tanna Island
TAI,Taiz
TAK,Takamatsu
TAL,Tanana
TAM,Tampico
TAO,Qingdao
TAP,Tapachula
TAR,Taranto
TAS,Tashkent
TAT,Poprad
TAY,Tartu
TAZ,DaSoguz
TBB,Tuy Hoa
TBF,Tabiteuea North
TBG,Tabubil
TBH,Tablas Island
TBI,New Bight
TBJ,Tabarka
TBM,Tumbang Samba
TBN,Fort Leonard Wood
TBO,Tabora
TBP,Tumbes
TBS,Tbilisi
TBT,Tabatinga
TBU,Nukualofa
TBW,Tambov
TBZ,Tabriz
TCA,Tennant Creek
TCB,Treasure Cay
TCD,Tarapaca
TCE,Tulcea
TCG,Tacheng
TCL,Tuscaloosa
TCM,Tacoma
TCN,Tehuacan
TCO,Tumaco
TCP,Taba
TCQ,Tacna
TCR,Tuticorin
TCT,Takotna
TCX,Tabas
TCZ,Tengchong
TDD,Trinidad
TDG,Tandag
TDK,Taldykorgan
TDX,Trat
TEA,Tela
TEB,Teterboro
TEE,Tebessa
TEF,Telfer
TEI,Tezu
TEK,Tatitlek
TEL,Telupid
TEN,Tongren
TEQ,Tekirdag
TER,Terceira Island
TET,Tete
TEU,Te Anau
TEV,Teruel
TEX,Telluride
TEZ,Tezpur
TFF,Tefe
TFI,Tufi
TFN,Tenerife
TFS,Tenerife
TFU,Chengdu
TGC,Tanjung Manis
TGD,Podgorica
TGG,Kuala Terengganu
TGH,Tongoa
TGI,Tingo MarIa
TGJ,Tiga Island
TGK,Taganrog
TGM,Targu Mures
TGO,Tongliao
TGP,Bor
TGQ,Tangara
TGR,Touggourt
TGT,Tanga
TGU,Tegucigalpa
TGZ,Tuxtla Gutierrez
THD,Thanh Hoa
THE,Teresina
THG,Thangool
THL,Tachilek
THN,TrollhAttan-VAnersborg
THO,Thorshofn
THQ,Tianshui
THR,Tehran
THS,Sukhothai
THU,Pituffik
THX,Turukhansk
THZ,Tahoua
TIA,Tirana
TID,Tiaret
TIF,Taif
TIH,Tikehau
TII,TarinKot
TIJ,Tijuana
TIM,Tembagapura
TIN,Tindouf
TIP,Tripoli
TIQ,Tinian
TIR,Tirupati
TIU,Timaru
TIV,Tivat
TIW,Tacoma
TIZ,Tari
TJA,Tarija
TJB,Tanjung Balai
TJG,Tanjung
TJH,Toyooka
TJI,Trujillo
TJK,Tokat
TJL,Tres Lagoas
TJM,Tyumen
TJN,Takume
TJQ,Tanjung Pandan
TJS,Tanjung Selor
TJU,Kulob
TKD,Takoradi
TKE,Tenakee
TKF,Truckee
TKG,Bandar Lampung
TKJ,Tok
TKK,Chuuk
TKN,Tokunoshima
TKP,Takapoto
TKQ,Kigoma
TKS,Tokushima
TKT,Tak
TKU,Turku
TKV,Tatakoto
TKX,Takaroa
TLA,Teller
TLC,Toluca
TLE,Toliara
TLH,Tallahassee
TLI,Tolitoli
TLJ,Tatalina
TLK,Talakan
TLL,Tallinn
TLM,Tlemcen
TLN,Toulon
TLQ,Turpan
TLS,Toulouse
TLT,Tuluksak
TLU,TolU
TLV,Tel Aviv
TLX,Talca
TLY,Plastun
TMC,Tambolaka
TME,Tame
TMF,Thimarafushi
TMH,Tanahmerah
TMI,Tumlingtar
TMJ,Termez
TMK,Tam Ky
TML,Tamale
TMM,Toamasina
TMN,Tamana
TMP,Tampere
TMR,Tamanrasset
TMS,Sao Tome
TMT,Trombetas
TMU,Tambor
TMW,Tamworth
TMX,Timimoun
TNA,Jinan
TNC,Tin City
TNE,Tanegashima
TNG,Tangier
TNH,Tonghua
TNJ,Tanjung Pinang
TNK,Tununak
TNN,Tainan
TNO,Tamarindo
TNR,Antananarivo
TNW,Tena
TNZ,Tosontsengel
TOB,Tobruk
TOC,Toccoa
TOD,Tioman Island
TOE,Tozeur
TOF,Tomsk
TOG,Togiak
TOH,Torres Islands
TOJ,Madrid
TOL,Toledo
TOM,Tombouctou
TOS,Tromso
TOU,Touho
TOW,Toledo
TOY,Toyama
TPA,Tampa
TPC,Tarapoa
TPE,Taipei
TPI,Tapini
TPJ,Taplejung
TPP,Tarapoto
TPQ,Tepic
TPS,Trapani
TQL,Tarko-Sale
TQO,Tulum
TQP,Trepell
TRA,Tarama
TRC,Torreon
TRD,Trondheim
TRE,Tiree
TRF,Oslo
TRG,Tauranga
TRI,Tri-City
TRK,Tarakan
TRM,Coachella Valley
TRN,Turin
TRO,Taree
TRR,Trincomalee
TRS,Trieste
TRU,Trujillo
TRV,Thiruvananthapuram
TRW,Tarawa
TRZ,Tiruchirappalli 
TSA,Taipei
TSF,Treviso
TSH,Tshikapa
TSJ,Tsushima
TSL,TamuIn
TSM,Taos
TSN,Tianjin
TSR,Timisoara
TST,Trang
TSU,Tabiteuea South
TSV,Townsville
TSY,Tasikmalaya
TTA,Tan-Tan
TTB,Tortoli
TTE,Ternate
TTG,Tartagal
TTJ,Tottori
TTN,Trenton
TTQ,Tortuguero
TTT,Taitung
TTU,Tetouan
TTW,Tissamaharama
TUA,Tulcan
TUB,Tubuai
TUC,Tucuman
TUD,Tambacounda
TUF,Tours
TUG,Tuguegarao
TUI,Turaif
TUK,Turbat
TUL,Tulsa
TUN,Tunis
TUO,Taupo
TUP,Tupelo
TUR,TucuruI
TUS,Tucson
TUU,Tabuk
TUV,Tucupita
TUW,Tubala
TVA,Morafenobe
TVC,Traverse City
TVF,Thief River Falls
TVL,Lake Tahoe
TVS,Tangshan
TVU,Taveuni
TVY,Dawei
TWA,Twin Hills
TWB,Toowoomba
TWC,Tumxuk
TWF,Twin Falls
TWT,Tawitawi Island
TWU,Tawau
TWZ,Twizel
TXE,Takengon
TXF,Teixeira de Freitas
TXK,Texarkana
TXN,Huangshan
TYD,Tynda
TYF,Torsby
TYL,Talara
TYM,Staniel Cay
TYN,Taiyuan
TYR,Tyler
TYS,Knoxville
TZA,Belize City
TZL,Tuzla
TZN,South Andros
TZX,Trabzon
UAH,Ua Huka
UAK,Narsarsuaq
UAL,Luau
UAP,Ua Pou
UAQ,San Juan
UAR,Bouarfa
UAS,Samburu
UBA,Uberaba
UBB,Mabuiag Island
UBJ,Ube
UBN,Ulaanbaatar
UBP,Ubon Ratchathani
UBT,Ubatuba
UCB,Ulanqab
UCK,Lutsk
UCT,Ukhta
UDI,Uberlandia
UDJ,Uzhhorod
UDR,Udaipur
UEL,Quelimane
UEO,Kumejima
UES,Waukesha
UET,Quetta
UFA,Ufa
UGC,Urgench
UGI,Uganik
UGO,UIge
UGS,Ugashik
UGT,Bulagtai
UHE,Uherske Hradiste
UIB,Quibdo
UIH,Qui Nhon
UII,Utila
UIK,Ust-Ilimsk
UIN,Quincy
UIO,Quito
UIP,Quimper
UIT,Jaluit Island
UJE,Ujae Island
UKA,Ukunda
UKB,Osaka
UKG,UstKuyga
UKH,Mukhaizna
UKK,Ust-Kamenogorsk
UKS,Sevastopol
UKX,Ust-Kut
ULA,SanJulian
ULB,Ulei
ULD,Ulundi
ULG,Olgii
ULH,Alula
ULK,Lensk
ULN,Ulaanbaatar
ULO,Ulaangom
ULP,Quilpie
ULU,Gulu
ULV,Ulyanovsk
ULX,Ulusaba
ULY,Ulyanovsk
ULZ,Uliastai
UME,Umea
UMS,Ust-Maya
UMY,Sumy
UNA,Una
UND,Kunduz
UNG,Kiunga
UNK,Unalakleet
UNN,Ranong
UOA,Moruroa
UOL,Buol
UOX,Oxford
UPB,Havana
UPG,Makassar
UPN,Uruapan
URA,Uralsk
URC,Urumqi
URE,Kuressaare
URG,Uruguaiana
URJ,Uray
URO,Rouen
URS,Kursk
URT,Surat Thani
URY,Gurayat
USA,Concord
USH,Ushuaia
USJ,Usharal
USK,Usinsk
USM,Ko Samui
USN,Ulsan
USQ,USak
USR,UstNera
UST,St. Augustine
USU,Busuanga
UTH,Udon Thani
UTK,Utirik Atoll
UTM,Tunica
UTN,Upington
UTO,Utopia Creek
UTP,Utapao
UTS,Ust-Tsilma
UTT,Umtata
UTU,Ustupo
UUA,Bugulma
UUD,Ulan-Ude
UUS,Yuzhno-Sakhalinsk
UVE,Ouvea
UVF,StLucia
UVL,NewValley
UYL,Nyala
UYN,Yulin
UYU,Uyuni
UZR,Urzhar
VAA,Vaasa
VAG,Varginha
VAI,Vanimo
VAK,Chevak
VAL,Valenca
VAM,Maamigili
VAN,Van
VAO,Suavanao
VAR,Varna
VAS,Sivas
VAV,Vavau
VAW,Vardo
VBA,Ann
VBP,Bokpyin
VBS,Brescia
VBV,Vanua Balavu
VBY,Visby
VCA,CanTho
VCE,Venice
VCL,Chu Lai
VCP,Sao Paulo
VCS,Con Dao Island
VCT,Victoria
VCV,Victorville
VDB,Fagernes
VDC,Vitoria da Conquista
VDE,Valverde
VDH,DongHoi
VDM,Viedma
VDO,QuangNinh
VDS,Vadso
VDY,Vidyanagar
VDZ,Valdez
VEE,Venetie
VEL,Vernal
VER,Veracruz
VEY,Vestmannaeyja
VFA,Victoria Falls
VGA,Vijayawada
VGD,Vologda
VGO,Vigo
VGZ,Villagarzon
VHC,Saurimo
VHM,Vilhelmina
VHV,Verkhnevliyuy
VHZ,Vahitahi
VIE,Vienna
VIG,El VigIa
VII,Vinh
VIJ,Virgin Gorda
VIL,Dakhla
VIN,Vinnytsia
VIR,Virginia
VIS,Visalia
VIT,Vitoria-Gasteiz
VIX,Vitoria
VJB,XaiXai
VJI,Abingdon
VKG,RachGia
VKO,Moscow
VKT,Vorkuta
VLC,Valencia
VLD,Valdosta
VLG,Villa Gesell
VLI,Port Vila
VLL,Valladolid
VLN,Valencia
VLP,Vila Rica
VLS,Valesdir
VLV,Valera
VLY,Anglesey
VME,Villa Mercedes
VNC,Venice
VNO,Vilnius
VNS,Varanasi
VNX,Vilankulo
VNY,Los Angeles
VOD,Prague
VOG,Volgograd
VOL,Volos
VOZ,Voronezh
VPE,Ondjiva
VPG,Vipingo
VPN,Vopnafjordur
VPS,Destin-Fort Walton
VPY,Chimoio
VQQ,Jacksonville
VQS,Vieques
VRA,Varadero
VRB,Vero Beach
VRC,Virac
VRK,Varkaus
VRL,Vila Real
VRN,Verona
VSA,Villahermosa
VSE,Viseu
VSG,Luhansk
VST,Vasteras
VTB,Vitebsk
VTE,Vientiane
VTU,Las Tunas
VTZ,Visakhapatnam
VUP,Valledupar
VUS,Veliky Ustyug
VUU,MvuuCamp
VVC,Villavicencio
VVI,Santa Cruz de la Sierra
VVO,Vladivostok
VVZ,Illizi
VXC,Lichinga
VXE,Sao Vicente
VXO,VAxj
VYI,Vilyuysk
WAA,Wales
WAE,Wadi ad-Dawasir
WAG,Whanganui
WAI,Antsohihy
WAM,Ambatondrazaka
WAT,Waterford
WAW,Warsaw
WBB,Stebbins
WBM,Wapenamanda
WBQ,Beaver
WDH,Windhoek
WDS,Shiyan
WEF,Weifang
WEH,Weihai
WEI,Weipa
WFI,Fianarantsoa
WGA,Wagga Wagga
WGC,Warangal
WGN,Shaoyang
WGP,Waingapu
WHA,Wuhu
WHD,Hyder
WHF,Wadi Halfa
WHK,Whakatane
WIC,Wick
WIL,Nairobi
WIN,Winton
WJA,Woja
WJR,Wajir
WJU,Wonju
WKA,Wanaka
WKJ,Wakkanai
WKK,Aleknagik
WLE,Miles
WLG,Wellington
WLH,Walaha
WLK,Selawik
WLP,West Angelas
WLS,Wallis Island
WMB,Warrnambool
WME,Mount Keith
WMI,Warsaw
WMK,Meyers Chuck
WMN,Maroantsetra
WMO,White Mountain
WMR,Mananara Nord
WMT,Maotai
WMX,Wamena
WNA,Napakiak
WNH,Wenshan
WNI,Wangi-wangi Island
WNN,Wunnumin Lake
WNP,Naga
WNR,Windorah
WNS,Nawabshah
WNZ,Wenzhou
WOL,Wollongong
WOT,Wang'an
WPM,Wipim
WPU,Puerto Williams
WRB,Warner Robins
WRE,Whangarei
WRG,Wrangell
WRI,Wrightstown
WRL,Worland
WRO,WrocLaw
WRY,Westray
WRZ,Weerawila
WSK,Wushan
WSN,South Naknek
WSP,Waspam
WST,Westerly
WSZ,Westport
WTB,Toowoomba
WTE,Wotje Atoll
WTK,Noatak
WTL,Tuntutuliak
WTO,Wotho Atoll
WTP,Woitape
WTS,Tsiroanomandidy
WUA,Wuhai
WUH,Wuhan
WUN,Wiluna
WUS,Wuyishan
WUT,Xinzhou
WUU,Wau
WUX,Wuxi
WUZ,Wuzhou
WVB,Walvis Bay
WVN,Wilhelmshaven
WWI,Woodie Woodie
WWK,Wewak
WWP,Whale Pass
WWT,Newtok
WXN,Wanzhou
WYA,Whyalla
WYS,West Yellowstone
WZA,Wa
WZQ,Urad Middle Banner
XAI,Xinyang
XAP,Chapeco
XBE,Bearskin Lake
XBJ,Birjand
XBR,Brockville
XCH,Christmas Island
XCR,Vatry
XFN,Xiangyang
XFW,Hamburg
XGR,Kangiqsualujjuaq
XIC,Xichang
XIL,Xilinhot
XIY,Xi'an
XKH,Phonsavan
XKS,Kasabonika
XLB,Lac Brochet
XLS,Saint-Louis
XMN,Xiamen
XMS,Macas
XMY,Yam Island
XNA,Highfill
XNH,Nasiriyah
XNN,Xining
XNT,Xingtai
XPL,Tegucigalpa
XQP,Quepos
XQU,Qualicum Beach
XRY,Jerez de la Frontera
XSB,Sir Bani Yas
XSC,South Caicos
XSI,South Indian Lake
XSP,Singapore
XTG,Thargomindah
XTL,Tadoule Lake
XTO,Taroom
XUZ,Xuzhou
XWA,Williston
YAA,Anahim Lake
YAB,Arctic Bay
YAC,Cat Lake
YAG,Fort Frances
YAI,Chillan
YAJ,Saturna Island
YAK,Yakutat
YAM,Sault Ste. Marie
YAP,Yap
YAQ,Maple Bay
YAT,Attawapiskat
YAV,Mayne Island
YAX,Wapekeka
YAY,St. Anthony
YAZ,Tofino
YBB,Kugaaruk
YBC,BaieComeau
YBE,Uranium City
YBG,Saguenay-Bagotville
YBI,Black Tickle
YBK,Baker Lake
YBL,Campbell River
YBP,Yibin
YBR,Brandon
YBT,Brochet
YBV,Berens River
YBW,Bedwell Harbour
YBX,Blanc-Sablon
YCB,Cambridge Bay
YCD,Nanaimo
YCF,Cortes+M4296
YCG,Castlegar
YCK,Colville Lake
YCL,Charlo
YCO,Kugluktuk
YCR,Cross Lake
YCS,Chesterfield
YCU,Yuncheng
YCY,Clyde River
YDA,Dawson City
YDF,Deer Lake
YDL,Dease Lake
YDN,Dauphin
YDP,Nain
YDQ,Dawson Creek
YDT,Vancouver
YEC,Yecheon
YEG,Edmonton
YEI,Bursa
YEK,Arviat
YER,Fort Severn
YES,Yasuj
YEV,Inuvik
YFA,Fort Albany
YFB,Iqaluit
YFC,Fredericton
YFH,Fort Hope
YFJ,Wekweeti
YFO,Flin Flon
YFR,Fort Resolution
YFS,Fort Simpson
YFX,St. Lewis
YGB,Gillies Bay
YGE,Gorge Harbour
YGG,Ganges
YGH,Fort Good Hope
YGJ,Yonago
YGK,Kingston
YGL,Radisson River
YGN,Greenway Sound
YGO,Gods Lake Narrows
YGP,Gaspe
YGQ,Geraldton
YGR,Iles-de-la-Madeleine
YGT,Igloolik
YGV,Havre-Saint-Pierre
YGW,Kuujjuarapik
YGX,Gillam
YGZ,Grise Fiord
YHA,Port Hope
YHD,Dryden
YHG,Charlottetown
YHH,Campbell River
YHI,Ulukhaktok
YHK,Gjoa Haven
YHM,Hamilton
YHO,Hopedale
YHP,Poplar Hill
YHR,Chevery
YHS,Sechelt
YHU,Montreal
YHY,Hay River
YHZ,Halifax
YIA,Yogyakarta
YIC,Yichun
YIE,Aershan
YIF,Saint-Augustin
YIG,Stuart Island
YIH,Yichang
YIK,Ivujivik
YIN,Yining
YIO,Pond Inlet
YIP,Detroit
YIV,Island Lake
YIW,Yiwu
YJT,Stephenville
YKA,Kamloops
YKF,Waterloo
YKG,Kangirsuk
YKH,Yingkou
YKL,Schefferville
YKM,Yakima
YKO,Hakkari
YKQ,Waskaganish
YKS,Yakutsk
YKT,Klemtu
YKU,Chisasibi
YKZ,Toronto
YLC,Kimmirut
YLE,Whati
YLH,Lansdowne
YLK,Barrie-Orillia
YLL,Lloydminster
YLV,Yevlakh
YLW,Kelowna
YLX,Yulin
YLY,Langley
YMA,Mayo
YMF,Galiano Island
YMH,Mary's Harbour
YMK,Mys-Kamenny
YMM,Fort McMurray
YMN,Makkovik
YMO,Moosonee
YMP,Port McNeill
YMT,Chibougamau
YMU,Mansons Landing
YMX,Montreal
YNA,Natashquan
YNB,Yanbu
YNC,Wemindji
YND,Gatineau
YNE,Norway House
YNG,Youngstown
YNJ,Yanji
YNL,Points North Landing
YNO,North Spirit Lake
YNP,Natuashish
YNS,Nemiscau
YNT,Yantai
YNY,Yangyang
YNZ,Yancheng
YOC,Old Crow
YOD,Cold Lake
YOG,Ogoki
YOH,Oxford House
YOJ,High Level
YOL,Yola
YON,Trashigang
YOP,Rainbow Lake
YOW,Ottawa
YPA,Prince Albert
YPB,Port Alberni
YPC,Paulatuk
YPE,Peace River
YPG,Portage la Prairie
YPH,Inukjuak
YPJ,Aupaluk
YPL,Pickle Lake
YPM,Pikangikum
YPN,Port-Menier
YPO,Peawanuck
YPQ,Peterborough
YPR,Prince Rupert
YPW,Powell River
YPX,Puvirnituq
YPY,Fort Chipewyan
YQA,Muskoka
YQB,Quebec
YQC,Quaqtaq
YQD,The Pas
YQF,Red Deer
YQG,Windsor
YQH,Watson Lake
YQI,Yarmouth
YQJ,Quadra Island
YQK,Kenora
YQL,Lethbridge
YQM,Moncton
YQN,Greenstone
YQQ,Comox
YQR,Regina
YQT,Thunder Bay
YQU,Grande Prairie
YQV,Yorkton
YQX,Gander
YQY,Sydney
YQZ,Quesnel
YRA,Gameti
YRB,Resolute
YRF,Cartwright
YRG,Rigolet
YRJ,Roberval
YRL,Red Lake
YRQ,Trois-Rivieres
YRR,Stuart Island
YRS,Red Sucker Lake
YRT,Rankin Inlet
YSB,Sudbury
YSC,Sherbrooke
YSF,Stony Rapids
YSG,Lutselke
YSJ,Saint John
YSK,Sanikiluaq
YSM,Fort Smith
YSO,Postville
YSQ,Songyuan
YST,St. Theresa Point
YSY,Sachs Harbour
YTE,Cape Dorset
YTF,Alma
YTG,Sullivan Bay
YTH,Thompson
YTL,Big Trout Lake
YTM,Mont-Tremblant
YTQ,Tasiujaq
YTS,Timmins
YTW,Yutian
YTY,Yangzhou
YTZ,Toronto
YUB,Tuktoyaktuk
YUD,Umiujaq
YUL,Montreal
YUM,Yuma
YUS,Yushu
YUT,Repulse Bay
YUX,Hall Beach
YUY,Rouyn-Noranda
YVA,Moroni
YVB,Bonaventure
YVC,La Ronge
YVM,Broughton
YVO,ValdOr
YVP,Kuujjuaq
YVQ,Norman Wells
YVR,Vancouver
YVV,Wiarton
YVZ,Deer Lake
YWB,Kangiqsujuaq
YWG,Winnipeg
YWH,Victoria
YWJ,Deline
YWK,Wabush
YWL,Williams Lake
YWM,Williams Harbour
YWP,Webequie
YXC,Cranbrook
YXE,Saskatoon
YXH,Medicine Hat
YXJ,Fort St. John
YXL,Sioux Lookout
YXN,Whale Cove
YXP,Pangnirtung
YXS,Prince George
YXT,Terrace
YXU,London
YXX,Abbotsford
YXY,Whitehorse
YYA,Yueyang
YYB,North Bay
YYC,Calgary
YYD,Smithers
YYE,Fort Nelson
YYF,Penticton
YYG,Charlottetown
YYH,Taloyoak
YYJ,Victoria
YYL,Lynn Lake
YYQ,Churchill
YYR,GooseBay
YYT,St. Johns
YYU,Kapuskasing
YYY,Mont-Joli
YYZ,Toronto
YZF,Yellowknife
YZG,Salluit
YZP,Sandspit
YZR,Sarnia
YZS,Coral Harbour
YZT,Port Hardy
YZV,Sept-Iles
YZY,Zhangye
YZZ,Trail
ZAC,York Landing
ZAD,Zadar
ZAG,Zagreb
ZAH,Zahedan
ZAJ,Zaranj
ZAL,Valdivia
ZAM,Zamboanga
ZAR,Zaria
ZAT,Zhaotong
ZAZ,Zaragoza
ZBF,Bathurst
ZBL,Biloela
ZBR,ChahBahar
ZCL,Zacatecas
ZCO,Temuco
ZDY,Dalma Island
ZEL,Bella Bella
ZEM,Eastmain
ZER,Ziro
ZFD,Fond-du-Lac
ZFM,Fort McPherson
ZFN,Tulita
ZGI,Gods River
ZGR,Little Grand
ZGS,La Romaine
ZGU,Gaua  Island
ZHA,Zhanjiang
ZHY,Zhongwei
ZIA,Zhukovsky
ZIG,Ziguinchor
ZIH,Ixtapa-Zihuatanejo
ZIS,Zintan
ZIX,Zhigansk
ZJN,Swan River
ZKE,Kashechewan
ZKG,Kegaska
ZKP,Zyryanka
ZLO,Manzanillo
ZLT,La Tabatiere
ZLX,Zalingei
ZMD,Sena Madureira
ZMT,Masset
ZNA,Nanaimo
ZND,Zinder
ZNE,Newman
ZNZ,Zanzibar
ZOF,Ocean Falls
ZOS,Osorno
ZPB,Sachigo Lake
ZPC,Pucon
ZPH,Zephyrhills
ZQN,Queenstown
ZQW,Zweibrcken
ZQZ,Zhangjiakou
ZRH,Zurich
ZRI,Serui
ZRJ,Round Lake
ZSA,San Salvador Island
ZSE,Saint-Pierre
ZSJ,Sandy Lake
ZTA,Tureia
ZTB,Tete-a-la-Baleine
ZTH,Zakynthos
ZTM,Shamattawa
ZTR,Zhytomyr
ZTU,Zaqatala
ZUH,Zhuhai
ZUM,Churchill Falls
ZVK,Savannakhet
ZWL,Wollaston Lake
ZYI,Zunyi
ZYL,Sylhet
ZZE,Zangilan
ZZO,Zonalnoe
,Mzuzu
